DATE,POWER FLOW (mcm),ENERGY (GWh),RES ELEV (m),SPILL (mcm),GROSS STORAGE (mcm),RAIN (mm)
16-Oct-13,10.32,4.95,430.42,0.00,555.20,28.60
17-Oct-13,10.28,4.92,430.23,0.00,551.30,51.00
18-Oct-13,10.49,5.02,430.25,0.00,551.70,29.20
19-Oct-13,9.39,4.49,430.27,0.00,552.10,9.30
20-Oct-13,9.89,4.73,430.25,0.00,551.70,4.50
21-Oct-13,8.48,4.07,431.04,0.00,567.40,0.00
22-Oct-13,9.79,4.71,431.18,0.00,570.30,0.00
23-Oct-13,10.25,4.93,431.13,0.00,569.40,0.00
24-Oct-13,10.27,4.93,431.00,0.00,566.60,0.00
25-Oct-13,10.24,4.91,430.76,0.00,561.90,0.00
26-Oct-13,10.34,4.96,430.48,0.00,556.30,0.00
27-Oct-13,8.74,4.18,430.06,0.00,548.00,0.00
28-Oct-13,10.23,4.88,429.75,0.00,541.80,0.00
29-Oct-13,9.93,4.73,429.39,0.00,534.90,22.50
30-Oct-13,9.26,4.41,429.10,0.00,529.30,47.10
31-Oct-13,9.52,4.54,429.74,0.00,541.60,17.20
01-Nov-13,10.19,4.87,430.11,0.00,549.00,0.00
02-Nov-13,10.16,4.86,430.05,0.00,547.80,12.20
03-Nov-13,10.20,4.87,429.89,0.00,544.60,29.20
04-Nov-13,9.97,4.75,429.44,0.00,535.80,0.00
05-Nov-13,8.78,4.18,429.18,0.00,530.80,1.30
06-Nov-13,10.22,4.86,428.86,0.00,524.60,0.00
07-Nov-13,8.94,4.24,428.45,0.00,516.90,0.00
08-Nov-13,8.59,4.06,427.99,0.00,508.30,0.00
09-Nov-13,9.13,4.31,427.70,0.00,502.90,1.00
10-Nov-13,6.01,2.84,427.48,0.00,498.70,2.10
11-Nov-13,6.71,3.16,427.24,0.00,494.40,24.30
12-Nov-13,6.31,2.97,427.04,0.00,490.80,0.00
13-Nov-13,6.87,3.23,426.73,0.00,485.10,0.00
14-Nov-13,6.62,3.11,426.43,0.00,479.80,0.00
15-Nov-13,7.00,3.28,426.16,0.00,475.00,0.00
16-Nov-13,6.70,3.13,425.80,0.00,468.70,34.00
17-Nov-13,4.01,1.88,425.88,0.00,470.00,15.20
18-Nov-13,5.43,2.54,425.81,0.00,468.80,0.00
19-Nov-13,3.76,1.76,425.81,0.00,468.80,16.30
20-Nov-13,4.07,1.91,426.37,0.00,478.70,0.00
21-Nov-13,5.11,2.40,426.39,0.00,479.10,0.00
22-Nov-13,3.61,1.69,426.24,0.00,476.40,5.20
23-Nov-13,2.76,1.29,426.12,0.00,474.30,10.00
24-Nov-13,3.28,1.54,426.55,0.00,481.90,12.40
25-Nov-13,2.67,1.25,426.73,0.00,485.20,0.00
26-Nov-13,2.96,1.39,426.83,0.00,486.90,11.30
27-Nov-13,3.08,1.45,426.93,0.00,488.80,0.00
28-Nov-13,3.45,1.62,426.89,0.00,488.00,0.00
29-Nov-13,3.91,1.84,426.76,0.00,485.70,0.00
30-Nov-13,1.68,0.79,426.52,0.00,481.40,40.00
01-Dec-13,2.54,1.20,426.66,0.00,483.90,43.20
02-Dec-13,2.72,1.28,426.85,0.00,487.30,11.10
03-Dec-13,3.14,1.48,426.97,0.00,489.50,9.30
04-Dec-13,2.93,1.38,427.02,0.00,490.40,2.00
05-Dec-13,1.77,0.84,427.23,0.00,494.30,19.30
06-Dec-13,2.66,1.26,427.46,0.00,498.40,0.00
07-Dec-13,3.09,1.46,427.56,0.00,500.30,0.00
08-Dec-13,3.98,1.88,427.55,0.00,500.10,0.00
09-Dec-13,3.16,1.49,427.53,0.00,499.70,0.00
10-Dec-13,2.92,1.38,427.49,0.00,499.00,0.00
11-Dec-13,3.83,1.80,427.44,0.00,498.00,0.00
12-Dec-13,3.97,1.87,427.21,0.00,493.90,0.00
13-Dec-13,2.71,1.28,427.18,0.00,493.30,0.00
14-Dec-13,2.70,1.27,427.02,0.00,490.40,0.00
15-Dec-13,2.46,1.16,427.00,0.00,489.90,37.30
16-Dec-13,2.70,1.27,427.27,0.00,494.90,0.00
17-Dec-13,4.47,2.11,427.37,0.00,496.80,0.00
18-Dec-13,4.88,2.30,427.11,0.00,492.00,2.10
19-Dec-13,2.64,1.24,426.98,0.00,489.70,0.00
20-Dec-13,1.44,0.68,426.89,0.00,488.10,0.00
21-Dec-13,0.97,0.46,426.88,0.00,487.90,0.30
22-Dec-13,1.58,0.74,426.89,0.00,488.00,0.00
23-Dec-13,4.43,2.08,426.87,0.00,487.60,0.00
24-Dec-13,3.34,1.57,426.65,0.00,483.70,18.30
25-Dec-13,1.81,0.85,426.59,0.00,482.60,0.00
26-Dec-13,2.33,1.09,426.56,0.00,482.10,0.00
27-Dec-13,4.72,2.22,426.49,0.00,480.80,0.00
28-Dec-13,2.84,1.33,426.26,0.00,476.80,0.00
29-Dec-13,2.38,1.12,426.15,0.00,474.80,0.00
30-Dec-13,3.14,1.47,426.05,0.00,473.00,0.00
31-Dec-13,4.06,1.90,425.82,0.00,469.00,0.00
01-Jan-14,0.85,0.40,425.60,0.00,465.10,0.00
02-Jan-14,2.53,1.18,425.60,0.00,465.10,0.00
03-Jan-14,1.34,0.63,425.58,0.00,464.80,0.00
04-Jan-14,1.38,0.65,425.55,0.00,464.30,0.00
05-Jan-14,2.74,1.28,425.41,0.00,461.80,0.00
06-Jan-14,3.32,1.55,425.38,0.00,461.20,0.00
07-Jan-14,2.88,1.34,425.13,0.00,457.00,0.00
08-Jan-14,4.17,1.94,425.05,0.00,455.60,0.00
09-Jan-14,1.56,0.73,424.82,0.00,451.70,0.00
10-Jan-14,1.60,0.75,424.88,0.00,452.70,0.00
11-Jan-14,2.36,1.10,424.71,0.00,449.80,0.00
12-Jan-14,2.12,0.99,424.69,0.00,449.40,8.20
13-Jan-14,2.11,0.98,424.53,0.00,446.70,0.00
14-Jan-14,1.57,0.73,424.55,0.00,447.10,0.00
15-Jan-14,1.11,0.51,424.49,0.00,446.10,7.80
16-Jan-14,3.83,1.78,424.50,0.00,446.30,12.70
17-Jan-14,4.04,1.88,424.59,0.00,447.80,0.00
18-Jan-14,6.37,2.96,424.44,0.00,445.20,0.00
19-Jan-14,5.14,2.38,424.04,0.00,438.50,0.00
20-Jan-14,6.03,2.79,423.77,0.00,434.10,0.00
21-Jan-14,4.50,2.08,423.32,0.00,426.60,0.00
22-Jan-14,4.77,2.20,423.17,0.00,424.10,0.00
23-Jan-14,5.68,2.62,422.83,0.00,418.70,0.00
24-Jan-14,5.66,2.60,422.57,0.00,414.60,0.00
25-Jan-14,3.49,1.60,422.20,0.00,408.60,0.00
26-Jan-14,3.32,1.52,421.99,0.00,405.30,0.00
27-Jan-14,5.86,2.68,421.77,0.00,401.90,0.00
28-Jan-14,5.27,2.41,421.36,0.00,395.70,1.30
29-Jan-14,5.43,2.48,420.92,0.00,388.90,1.00
30-Jan-14,6.07,2.76,420.53,0.00,383.00,0.00
31-Jan-14,5.02,2.28,420.13,0.00,377.00,0.00
01-Feb-14,4.96,2.25,419.88,0.00,373.40,0.00
02-Feb-14,4.24,1.92,419.42,0.00,366.70,0.00
03-Feb-14,4.95,2.23,419.13,0.00,362.60,0.00
04-Feb-14,2.75,1.24,418.88,0.00,359.00,0.00
05-Feb-14,6.34,2.85,418.68,0.00,356.20,0.00
06-Feb-14,7.36,3.30,418.10,0.00,348.10,0.00
07-Feb-14,5.18,2.32,417.65,0.00,341.90,0.00
08-Feb-14,3.06,1.37,417.12,0.00,334.70,0.00
09-Feb-14,1.96,0.87,416.98,0.00,332.90,0.00
10-Feb-14,5.03,2.24,416.73,0.00,329.60,0.00
11-Feb-14,3.85,1.71,416.32,0.00,324.20,0.00
12-Feb-14,5.00,2.22,416.02,0.00,320.30,0.00
13-Feb-14,4.59,2.03,415.69,0.00,316.00,0.00
14-Feb-14,2.78,1.23,415.28,0.00,310.90,0.00
15-Feb-14,4.19,1.85,415.09,0.00,308.50,0.00
16-Feb-14,3.36,1.48,414.62,0.00,302.70,0.00
17-Feb-14,6.59,2.90,414.32,0.00,299.00,0.00
18-Feb-14,6.09,2.67,413.70,0.00,291.50,0.00
19-Feb-14,5.97,2.61,413.25,0.00,286.20,1.60
20-Feb-14,2.38,1.04,412.61,0.00,278.80,4.30
21-Feb-14,3.08,1.34,412.48,0.00,277.30,0.00
22-Feb-14,1.98,0.86,412.12,0.00,273.20,0.00
23-Feb-14,2.00,0.87,411.92,0.00,271.00,0.00
24-Feb-14,2.22,0.96,411.85,0.00,270.20,0.00
25-Feb-14,1.50,0.65,411.66,0.00,268.10,0.00
26-Feb-14,1.02,0.44,411.54,0.00,266.80,0.00
27-Feb-14,0.73,0.32,411.47,0.00,266.00,0.00
28-Feb-14,2.37,1.03,411.39,0.00,265.10,0.00
01-Mar-14,0.84,0.36,411.17,0.00,262.70,0.00
02-Mar-14,2.21,0.95,411.15,0.00,262.50,0.00
03-Mar-14,3.04,1.31,410.88,0.00,259.60,0.00
04-Mar-14,2.51,1.08,410.61,0.00,256.70,0.00
05-Mar-14,3.43,1.47,410.29,0.00,253.30,0.00
06-Mar-14,1.39,0.60,409.99,0.00,250.10,23.00
07-Mar-14,2.50,1.07,409.82,0.00,248.30,10.20
08-Mar-14,2.29,0.98,409.65,0.00,246.60,0.00
09-Mar-14,2.62,1.12,409.44,0.00,244.40,0.00
10-Mar-14,2.49,1.06,409.17,0.00,241.70,0.00
11-Mar-14,3.39,1.45,408.82,0.00,238.20,0.00
12-Mar-14,2.12,0.90,408.55,0.00,235.50,0.00
13-Mar-14,2.36,1.00,408.21,0.00,232.20,0.00
14-Mar-14,1.72,0.73,408.05,0.00,230.60,0.00
15-Mar-14,2.48,1.05,407.86,0.00,228.70,0.00
16-Mar-14,1.04,0.44,407.50,0.00,225.30,0.00
17-Mar-14,1.27,0.54,407.55,0.00,225.80,12.50
18-Mar-14,1.94,0.82,407.36,0.00,223.90,35.20
19-Mar-14,3.03,1.28,407.10,0.00,221.50,0.00
20-Mar-14,2.52,1.06,406.81,0.00,218.80,0.00
21-Mar-14,3.25,1.37,406.52,0.00,216.10,0.00
22-Mar-14,2.09,0.88,406.25,0.00,213.60,0.00
23-Mar-14,2.18,0.92,405.96,0.00,211.10,0.00
24-Mar-14,3.24,1.35,405.74,0.00,209.10,0.00
25-Mar-14,0.92,0.38,405.34,0.00,205.50,0.00
26-Mar-14,0.93,0.39,405.26,0.00,204.80,0.00
27-Mar-14,0.82,0.34,405.19,0.00,204.20,18.00
28-Mar-14,1.00,0.42,405.04,0.00,202.90,0.00
29-Mar-14,1.16,0.48,404.84,0.00,201.20,0.00
30-Mar-14,1.50,0.62,404.75,0.00,200.40,0.00
31-Mar-14,3.39,1.41,404.59,0.00,199.00,0.00
01-Apr-14,2.48,1.03,404.16,0.00,195.40,0.00
02-Apr-14,2.45,1.01,403.84,0.00,192.70,0.00
03-Apr-14,2.38,0.98,403.41,0.00,189.20,0.00
04-Apr-14,1.52,0.63,403.25,0.00,187.90,0.00
05-Apr-14,1.89,0.78,402.98,0.00,185.70,0.00
06-Apr-14,1.73,0.71,402.78,0.00,184.10,1.30
07-Apr-14,2.58,1.06,402.40,0.00,181.10,0.00
08-Apr-14,2.10,0.86,402.14,0.00,179.10,22.30
09-Apr-14,2.07,0.85,401.80,0.00,176.40,0.00
10-Apr-14,2.05,0.84,401.63,0.00,175.10,0.00
11-Apr-14,2.23,0.91,401.36,0.00,173.10,0.00
12-Apr-14,1.97,0.80,401.03,0.00,170.60,0.00
13-Apr-14,2.52,1.03,400.76,0.00,168.60,0.00
14-Apr-14,2.89,1.17,400.31,0.00,165.30,0.00
15-Apr-14,2.87,1.16,399.97,0.00,162.90,0.00
16-Apr-14,2.31,0.93,399.57,0.00,160.00,4.20
17-Apr-14,2.25,0.91,399.24,0.00,157.70,0.00
18-Apr-14,2.55,1.03,398.95,0.00,155.70,26.10
19-Apr-14,2.67,1.07,398.49,0.00,152.50,0.00
20-Apr-14,3.17,1.27,398.10,0.00,149.90,0.00
21-Apr-14,3.20,1.27,397.61,0.00,146.70,0.00
22-Apr-14,2.74,1.09,397.10,0.00,143.40,1.00
23-Apr-14,3.07,1.22,396.78,0.00,141.30,4.50
24-Apr-14,2.30,0.91,396.26,0.00,138.10,2.00
25-Apr-14,2.18,0.86,395.97,0.00,136.30,0.00
26-Apr-14,1.70,0.67,395.74,0.00,134.90,0.00
27-Apr-14,2.15,0.85,395.36,0.00,132.60,0.00
28-Apr-14,2.08,0.82,394.90,0.00,129.80,8.00
29-Apr-14,1.55,0.61,395.14,0.00,131.30,37.20
30-Apr-14,0.79,0.31,396.61,0.00,140.30,34.00
01-May-14,0.49,0.19,397.92,0.00,148.70,2.20
02-May-14,1.66,0.67,398.57,0.00,153.10,7.50
03-May-14,0.76,0.31,399.67,0.00,160.70,45.60
04-May-14,1.81,0.74,400.68,0.00,168.00,13.30
05-May-14,1.52,0.62,401.03,0.00,170.60,12.40
06-May-14,2.01,0.82,401.65,0.00,175.30,1.70
07-May-14,2.26,0.92,401.87,0.00,177.00,24.10
08-May-14,1.95,0.80,401.78,0.00,176.30,14.00
09-May-14,1.67,0.68,402.05,0.00,178.40,0.00
10-May-14,2.13,0.87,402.08,0.00,178.60,0.00
11-May-14,2.86,1.17,401.82,0.00,176.60,0.00
12-May-14,2.40,0.98,401.58,0.00,174.80,0.00
13-May-14,1.84,0.75,401.29,0.00,172.60,0.00
14-May-14,2.18,0.89,401.09,0.00,171.10,0.00
15-May-14,2.12,0.86,400.85,0.00,169.30,0.00
16-May-14,2.98,1.21,400.56,0.00,167.10,0.00
17-May-14,2.07,0.84,400.15,0.00,164.20,0.00
18-May-14,2.27,0.92,399.86,0.00,162.10,0.00
19-May-14,2.14,0.86,399.56,0.00,159.90,0.00
20-May-14,2.24,0.90,399.28,0.00,158.00,0.00
21-May-14,2.15,0.86,398.96,0.00,155.80,0.00
22-May-14,2.07,0.83,398.66,0.00,153.70,0.00
23-May-14,1.91,0.76,398.36,0.00,151.70,0.00
24-May-14,0.97,0.39,398.16,0.00,150.30,0.00
25-May-14,2.10,0.84,397.95,0.00,148.90,0.00
26-May-14,2.21,0.88,397.64,0.00,146.90,0.00
27-May-14,2.30,0.92,397.29,0.00,144.60,0.00
28-May-14,2.25,0.89,396.95,0.00,142.40,0.00
29-May-14,2.21,0.88,396.51,0.00,139.60,0.00
30-May-14,2.31,0.91,396.27,0.00,138.10,0.00
31-May-14,2.25,0.89,395.80,0.00,135.20,0.00
01-Jun-14,2.29,0.90,395.55,0.00,133.70,0.00
02-Jun-14,1.59,0.62,395.26,0.00,132.00,0.00
03-Jun-14,1.49,0.58,394.90,0.00,129.80,1.00
04-Jun-14,0.93,0.37,396.20,0.00,137.70,0.00
05-Jun-14,2.34,0.92,396.20,0.00,137.70,0.00
06-Jun-14,2.23,0.88,395.91,0.00,135.90,0.00
07-Jun-14,2.25,0.89,395.81,0.00,135.30,0.00
08-Jun-14,1.37,0.54,395.34,0.00,132.40,0.10
09-Jun-14,2.17,0.85,395.14,0.00,131.30,1.60
10-Jun-14,2.36,0.93,395.49,0.00,133.40,0.00
11-Jun-14,0.70,0.27,395.28,0.00,132.10,0.00
12-Jun-14,1.03,0.40,395.21,0.00,131.70,1.20
13-Jun-14,2.33,0.93,398.48,0.00,152.50,0.00
14-Jun-14,1.86,0.75,399.88,0.00,162.20,0.00
15-Jun-14,0.07,0.03,400.25,0.00,164.90,0.00
16-Jun-14,0.08,0.03,400.71,0.00,168.20,0.00
17-Jun-14,0.00,0.00,401.03,0.00,170.60,0.00
18-Jun-14,0.06,0.02,401.37,0.00,173.20,0.00
19-Jun-14,0.12,0.05,401.41,0.00,173.50,0.00
20-Jun-14,0.00,0.00,401.55,0.00,174.50,0.00
21-Jun-14,0.00,0.00,401.88,0.00,177.10,0.00
22-Jun-14,0.98,0.40,402.02,0.00,178.10,0.00
23-Jun-14,0.00,0.00,402.27,0.00,180.10,0.00
24-Jun-14,0.00,0.00,402.57,0.00,182.40,0.00
25-Jun-14,0.00,0.00,402.69,0.00,183.40,0.00
26-Jun-14,0.00,0.00,402.71,0.00,183.50,0.00
27-Jun-14,0.00,0.00,402.91,0.00,185.10,0.00
28-Jun-14,0.00,0.00,402.91,0.00,185.10,0.00
29-Jun-14,0.00,0.00,403.15,0.00,187.10,0.00
30-Jun-14,0.00,0.00,403.26,0.00,188.00,3.40
01-Jul-14,0.08,0.03,403.40,0.00,189.10,2.20
02-Jul-14,0.20,0.08,403.99,0.00,194.00,0.00
03-Jul-14,0.06,0.02,404.85,0.00,201.30,0.00
04-Jul-14,0.17,0.07,405.15,0.00,203.90,0.00
05-Jul-14,0.00,0.00,405.23,0.00,204.60,0.00
06-Jul-14,0.08,0.03,405.51,0.00,207.00,0.00
07-Jul-14,0.00,0.00,405.86,0.00,210.20,0.00
08-Jul-14,0.00,0.00,406.19,0.00,213.10,0.00
09-Jul-14,0.00,0.00,406.30,0.00,214.10,0.50
10-Jul-14,0.00,0.00,406.40,0.00,215.00,0.00
11-Jul-14,0.00,0.00,406.99,0.00,220.50,0.00
12-Jul-14,0.13,0.06,407.37,0.00,224.10,0.00
13-Jul-14,0.87,0.37,407.68,0.00,227.00,0.00
14-Jul-14,0.17,0.07,407.81,0.00,228.30,0.00
15-Jul-14,0.00,0.00,408.27,0.00,232.70,0.00
16-Jul-14,0.35,0.15,408.51,0.00,235.10,0.00
17-Jul-14,0.08,0.03,408.93,0.00,239.30,0.00
18-Jul-14,0.32,0.14,409.25,0.00,242.50,0.00
19-Jul-14,0.94,0.40,409.45,0.00,244.60,0.00
20-Jul-14,0.16,0.07,409.50,0.00,245.10,0.00
21-Jul-14,1.46,0.63,410.16,0.00,251.90,0.00
22-Jul-14,2.66,1.14,410.13,0.00,251.60,0.00
23-Jul-14,2.12,0.91,410.13,0.00,251.60,0.00
24-Jul-14,4.61,1.98,409.99,0.00,250.10,0.00
25-Jul-14,3.79,1.62,409.64,0.00,246.50,0.00
26-Jul-14,5.16,2.21,409.27,0.00,242.70,0.00
27-Jul-14,1.89,0.80,408.76,0.00,237.60,0.00
28-Jul-14,3.13,1.33,408.17,0.00,231.70,0.00
29-Jul-14,5.06,2.16,409.19,0.00,241.90,0.00
30-Jul-14,4.77,2.03,409.09,0.00,240.90,0.00
31-Jul-14,5.01,2.14,408.87,0.00,238.70,0.00
01-Aug-14,2.36,1.00,408.54,0.00,235.40,2.30
02-Aug-14,2.04,0.86,406.24,0.00,242.40,0.00
03-Aug-14,1.61,0.69,410.19,0.00,252.20,6.00
04-Aug-14,1.51,0.65,411.65,0.00,268.00,4.60
05-Aug-14,2.58,1.12,411.76,0.00,269.20,0.00
06-Aug-14,2.95,1.28,412.28,0.00,275.00,0.00
07-Aug-14,2.05,0.89,412.65,0.00,279.30,0.00
08-Aug-14,1.68,0.73,412.81,0.00,281.10,4.60
09-Aug-14,2.08,0.91,413.36,0.00,287.50,0.00
10-Aug-14,0.78,0.34,413.99,0.00,295.00,0.00
11-Aug-14,0.18,0.08,414.47,0.00,300.80,2.10
12-Aug-14,0.06,0.03,414.99,0.00,307.20,0.00
13-Aug-14,0.54,0.24,415.49,0.00,313.50,0.00
14-Aug-14,0.07,0.03,415.96,0.00,319.50,0.00
15-Aug-14,0.00,0.00,416.27,0.00,323.50,0.00
16-Aug-14,0.07,0.03,416.57,0.00,327.50,0.00
17-Aug-14,0.27,0.12,416.95,0.00,332.50,1.40
18-Aug-14,0.21,0.09,417.14,0.00,335.00,1.90
19-Aug-14,0.10,0.05,417.42,0.00,338.80,3.60
20-Aug-14,0.00,0.00,417.63,0.00,341.60,0.00
21-Aug-14,0.22,0.10,417.82,0.00,344.20,0.00
22-Aug-14,0.09,0.04,418.06,0.00,347.50,0.00
23-Aug-14,0.84,0.38,418.59,0.00,354.90,0.00
24-Aug-14,0.80,0.36,419.09,0.00,362.00,0.00
25-Aug-14,0.58,0.26,419.49,0.00,367.70,0.00
26-Aug-14,0.23,0.10,419.69,0.00,370.60,0.00
27-Aug-14,1.54,0.70,419.71,0.00,370.90,0.00
28-Aug-14,2.58,1.17,419.79,0.00,372.00,0.00
29-Aug-14,2.15,0.97,419.61,0.00,369.50,0.00
30-Aug-14,0.17,0.08,419.66,0.00,370.20,0.00
31-Aug-14,0.72,0.32,419.60,0.00,369.30,0.00
01-Sep-14,0.00,0.00,419.68,0.00,370.50,0.00
02-Sep-14,0.00,0.00,419.78,0.00,371.90,0.00
03-Sep-14,0.00,0.00,419.72,0.00,371.00,0.00
04-Sep-14,0.38,0.17,419.86,0.00,373.10,0.00
05-Sep-14,0.48,0.22,419.95,0.00,374.40,0.10
06-Sep-14,1.10,0.50,420.00,0.00,375.20,0.00
07-Sep-14,0.09,0.04,420.03,0.00,375.60,0.00
08-Sep-14,1.79,0.81,420.33,0.00,380.10,21.00
09-Sep-14,2.37,1.08,420.32,0.00,379.90,0.00
10-Sep-14,2.14,0.97,420.34,0.00,380.30,0.00
11-Sep-14,2.45,1.11,420.29,0.00,379.50,0.00
12-Sep-14,2.78,1.26,420.16,0.00,377.50,0.00
13-Sep-14,1.99,0.90,419.97,0.00,374.70,0.00
14-Sep-14,2.41,1.09,419.86,0.00,373.10,0.00
15-Sep-14,2.11,0.96,419.73,0.00,371.30,0.00
16-Sep-14,2.13,0.96,419.70,0.00,370.80,0.00
17-Sep-14,2.01,0.91,419.71,0.00,370.90,0.00
18-Sep-14,2.33,1.06,419.83,0.00,372.70,0.00
19-Sep-14,1.94,0.88,419.85,0.00,373.00,0.00
20-Sep-14,2.01,0.91,419.70,0.00,370.80,0.00
21-Sep-14,1.73,0.78,419.68,0.00,370.60,0.00
22-Sep-14,0.92,0.42,419.64,0.00,369.90,0.70
23-Sep-14,0.37,0.17,419.64,0.00,369.90,1.30
24-Sep-14,0.00,0.00,419.79,0.00,372.10,24.00
25-Sep-14,0.00,0.00,420.30,0.00,379.60,8.10
26-Sep-14,0.77,0.35,420.81,0.00,387.30,10.70
27-Sep-14,0.50,0.23,421.45,0.00,396.90,3.60
28-Sep-14,0.00,0.00,421.95,0.00,404.80,2.50
29-Sep-14,0.13,0.06,422.49,0.00,413.20,0.00
30-Sep-14,0.00,0.00,422.93,0.00,420.40,20.40
01-Oct-14,0.23,0.11,423.71,0.00,433.00,5.90
02-Oct-14,0.42,0.20,424.57,0.00,447.40,2.60
03-Oct-14,0.34,0.16,425.07,0.00,455.90,82.90
04-Oct-14,0.14,0.06,425.56,0.00,464.40,4.30
05-Oct-14,0.15,0.07,426.03,0.00,472.70,0.00
06-Oct-14,0.50,0.24,426.30,0.00,477.50,0.00
07-Oct-14,0.49,0.23,426.81,0.00,486.60,8.70
08-Oct-14,0.69,0.33,427.14,0.00,492.50,3.80
09-Oct-14,0.42,0.20,427.73,0.00,503.40,0.00
10-Oct-14,2.19,1.04,428.01,0.00,508.60,0.00
11-Oct-14,3.57,1.69,428.37,0.00,515.40,0.00
12-Oct-14,1.08,0.51,428.40,0.00,515.80,0.00
13-Oct-14,2.82,1.34,428.67,0.00,521.00,0.00
14-Oct-14,1.64,0.78,428.67,0.00,521.10,12.00
15-Oct-14,1.79,0.85,428.80,0.00,523.40,21.20
16-Oct-14,1.78,0.85,428.90,0.00,525.40,9.80
17-Oct-14,2.99,1.42,429.13,0.00,529.80,0.00
18-Oct-14,2.88,1.37,429.40,0.00,535.00,19.60
19-Oct-14,3.99,1.90,429.58,0.00,538.50,0.00
20-Oct-14,3.30,1.57,429.47,0.00,536.40,11.30
21-Oct-14,3.34,1.59,429.39,0.00,534.80,57.00
22-Oct-14,4.01,1.92,430.13,0.00,549.30,2.70
23-Oct-14,1.64,0.79,430.87,0.00,564.10,5.00
24-Oct-14,2.98,1.44,431.64,0.00,579.80,12.50
25-Oct-14,2.54,1.23,432.30,0.00,593.40,15.20
26-Oct-14,2.56,1.24,432.87,0.00,605.40,38.80
27-Oct-14,4.69,2.28,433.43,0.00,617.40,4.30
28-Oct-14,5.00,2.44,433.90,0.00,627.50,58.60
29-Oct-14,6.45,3.16,434.68,0.00,644.60,27.80
30-Oct-14,6.10,2.99,435.05,0.00,652.80,56.00
31-Oct-14,5.12,2.53,436.29,0.00,680.80,0.00
01-Nov-14,5.81,2.87,436.80,0.00,692.60,0.00
02-Nov-14,9.39,4.66,437.25,0.00,703.10,0.00
03-Nov-14,9.92,4.92,437.44,0.00,707.50,6.40
04-Nov-14,9.84,4.88,437.45,0.00,707.70,1.30
05-Nov-14,9.44,4.69,437.56,0.00,710.20,0.40
06-Nov-14,9.00,4.47,437.72,0.00,714.10,0.00
07-Nov-14,10.00,4.97,437.73,0.00,714.40,0.00
08-Nov-14,9.88,4.91,437.79,0.00,715.70,0.00
09-Nov-14,9.93,4.93,437.50,0.00,709.00,0.00
10-Nov-14,9.94,4.93,437.30,0.00,704.30,0.00
11-Nov-14,9.92,4.92,437.27,0.00,703.50,0.50
12-Nov-14,9.62,4.77,437.17,0.00,701.20,6.30
13-Nov-14,9.68,4.79,437.01,0.00,697.50,22.50
14-Nov-14,9.02,4.47,437.20,0.00,701.90,4.70
15-Nov-14,9.74,4.82,437.10,0.00,699.60,0.00
16-Nov-14,8.95,4.43,437.07,0.00,698.90,11.00
17-Nov-14,8.91,4.41,436.83,0.00,693.30,39.90
18-Nov-14,9.52,4.71,436.71,0.00,690.60,15.70
19-Nov-14,8.93,4.41,436.64,0.00,688.90,29.40
20-Nov-14,9.16,4.52,436.54,0.00,686.70,14.20
21-Nov-14,9.10,4.49,436.56,0.00,687.00,5.00
22-Nov-14,8.20,4.05,436.57,0.00,687.30,21.30
23-Nov-14,7.34,3.63,436.46,0.00,684.80,7.50
24-Nov-14,8.90,4.39,436.42,0.00,683.80,6.30
25-Nov-14,9.05,4.47,436.53,0.00,686.30,9.40
26-Nov-14,9.51,4.70,436.49,0.00,685.40,36.00
27-Nov-14,8.47,4.23,438.68,0.00,689.80,46.50
28-Nov-14,9.55,4.73,436.92,0.00,695.40,8.50
29-Nov-14,9.68,4.80,437.36,0.00,705.60,0.00
30-Nov-14,9.99,4.96,437.42,0.00,707.00,0.00
01-Dec-14,9.13,4.53,437.40,0.00,706.60,8.20
02-Dec-14,8.56,4.26,437.83,0.00,716.80,4.70
03-Dec-14,8.91,4.43,437.93,9.02,719.00,14.60
04-Dec-14,9.31,4.63,438.00,2.25,720.80,0.00
05-Dec-14,9.92,4.93,437.97,0.00,720.10,0.00
06-Dec-14,9.75,4.85,437.82,0.00,716.50,0.00
07-Dec-14,9.68,4.81,437.73,0.00,714.30,0.00
08-Dec-14,9.88,4.91,437.61,0.00,711.60,1.50
09-Dec-14,9.56,4.74,437.50,0.00,709.00,1.00
10-Dec-14,10.08,5.00,437.45,0.00,707.70,40.40
11-Dec-14,9.71,4.81,437.22,0.00,702.40,0.00
12-Dec-14,9.03,4.47,437.13,0.00,700.30,4.50
13-Dec-14,9.36,4.64,437.02,0.00,697.70,3.00
14-Dec-14,8.12,4.02,436.82,0.00,692.90,0.00
15-Dec-14,9.77,4.83,436.76,0.00,691.60,0.00
16-Dec-14,10.09,4.98,436.40,0.00,683.40,6.50
17-Dec-14,9.73,4.80,436.27,0.00,680.40,59.50
18-Dec-14,9.52,4.70,436.33,0.00,681.70,50.20
19-Dec-14,9.09,4.50,437.03,0.00,697.90,84.50
20-Dec-14,8.80,4.37,437.69,8.89,713.40,25.30
21-Dec-14,8.76,4.36,438.00,7.21,720.80,13.30
22-Dec-14,8.94,4.45,438.00,19.97,720.80,57.30
23-Dec-14,8.85,4.40,438.00,29.04,720.80,29.00
24-Dec-14,9.45,4.70,438.00,48.49,720.80,121.80
25-Dec-14,9.28,4.62,438.00,67.75,720.80,107.40
26-Dec-14,5.43,2.70,438.00,138.01,720.80,8.30
